,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
3081,"This is problematic, as we have seen that such bots, if available, can have a transformative effect on the projects that use them.",0,0,0,0,1,0
3082,"Code review is a critical step in modern software quality assurance, yet it is vulnerable to human biases.",1,0,0,0,0,0
3083,"Previous studies have clarified the extent of the problem, particularly regarding biases against the authors of code,but no consensus understanding has emerged.",1,0,0,0,0,0
3084,"Advances in medical imaging are increasingly applied to software engineering, supporting grounded neurobiological explorations of computing activities, including the review, reading, and writing of source code.",1,0,0,0,0,0
3085,"In this paper, we present the results of a controlled experiment using both medical imaging and also eye tracking to investigate the neurological correlates of biases and differences between genders of humans and machines (e.g., automated program repair tools) in code review.",0,1,1,1,0,0
3086,"We find that men and women conduct code reviews differently, in ways that are measurable and supported by behavioral, eye-tracking and medical imaging data.",0,0,0,0,1,0
3087,"We also find biases in how humans review code as a function of its apparent author, when controlling for code quality.",0,0,0,0,1,0
3088,"In addition to advancing our fundamental understanding of how cognitive biases relate to the code review process, the results may inform subsequent training and tool design to reduce bias.",0,0,0,0,0,1
3089,Software reuse lowers development costs and improves the quality of software systems.,1,0,0,0,0,0
3090,Two strategies are common: clone & own (copying and adapting a system) and platform-oriented reuse (building a configurable platform).,1,0,0,0,0,0
3091,"The former is readily available, flexible, and initially cheap, but does not scale with the frequency of reuse, imposing high maintenance costs.",1,0,0,0,0,0
3092,"The latter scales, but imposes high upfront investments for building the platform, and reduces flexibility.",1,0,0,0,0,0
3093,"As such, each strategy has distinctive advantages and disadvantages, imposing different development activities and software architectures.",1,0,0,0,0,0
3094,Deciding for one strategy is a core decision with long-term impact on an organization’s software development.,1,0,0,0,0,0
3095,"Unfortunately, the strategies’ costs are not well-understood - not surprisingly, given the lack of systematically elicited empirical data, which is difficult to collect.",1,0,0,0,0,0
3096,"We present an empirical study of the development activities, costs, cost factors, and benefits associated with either reuse strategy.",0,1,1,1,0,0
3097,"For this purpose, we combine quantitative and qualitative data that we triangulated from 26 interviews at a large organization and a systematic literature review covering 57 publications.",0,0,0,1,0,0
3098,Our study both confirms and refutes common hypotheses on software reuse.,0,0,0,0,1,0
3099,"For instance, we confirm that developing for platform-oriented reuse is more expensive, but simultaneously reduces reuse costs; and that platform-orientation results in higher code quality compared to clone & own.",0,0,0,0,1,0
3100,"Surprisingly, refuting common hypotheses, we find that change propagation can be more expensive in a platform, that platforms can facilitate the advancement into innovative markets, and that there is no strict distinction of clone & own and platform-oriented reuse in practice.",0,0,0,0,1,0
3101,"Use-before-Initialization (UBI) bugs in the Linux kernel have serious security impacts, such as information leakage and privilege escalation.",1,0,0,0,0,0
3102,"Developers are adopting forced initialization to cope with UBI bugs, but this approach can still lead to undefined behaviors (e.g., NULL pointer dereference).",1,0,0,0,0,0
3103,"As it is hard to infer correct initialization values, we believe that the best way to mitigate UBI bugs is detection and manual patching.",1,0,0,0,0,0
3104,Precise detection of UBI bugs requires path-sensitive analysis.,1,0,0,0,0,0
3105,The detector needs to track an associated variable’s initialization status along all the possible program execution paths to its uses.,1,0,0,0,0,0
3106,"However, such exhaustive analysis prevents the detection from scaling to the whole Linux kernel.",1,0,0,0,0,0
3107,"This paper presents UBITect, a UBI bug finding tool which combines flow-sensitive type qualifier analysis and symbolic execution to perform precise and scalable UBI bug detection.",0,1,1,0,0,0
3108,The scalable qualifier analysis guides symbolic execution to analyze variables that are likely to cause UBI bugs.,0,0,1,0,0,0
3109,"UBITect also does not require manual effort for annotations and hence, it can be directly applied to the kernel without any source code or intermediate representation (IR) change.",0,0,1,0,0,0
3110,"On the Linux kernel version 4.14, UBITect reported 190 bugs, among which 78 bugs were deemed by us as true positives and 52 were confirmed by Linux maintainers.",0,0,0,0,1,0
3111,"Intelligent services provide the power of AI to developers via simple RESTful API endpoints, abstracting away many complexities of machine learning.",1,0,0,0,0,0
3112,"However, most of these intelligent services---such as computer vision---continually learn with time.",1,0,0,0,0,0
3113,"When the internals within the abstracted 'black box' become hidden and evolve, pitfalls emerge in the robustness of applications that depend on these evolving services.",1,0,0,0,0,0
3114,"Without adapting the way developers plan and construct projects reliant on intelligent services, significant gaps and risks result in both project planning and development.",1,0,0,0,0,0
3115,"Therefore, how can software engineers best mitigate software evolution risk moving forward, thereby ensuring that their own applications maintain quality?",1,0,0,0,0,0
3116,Our proposal is an architectural tactic designed to improve intelligent service-dependent software robustness.,0,1,1,0,0,0
3117,"The tactic involves creating an application-specific benchmark dataset baselined against an intelligent service, enabling evolutionary behaviour changes to be mitigated.",0,0,1,0,0,0
3118,"A technical evaluation of our implementation of this architecture demonstrates how the tactic can identify 1,054 cases of substantial confidence evolution and 2,461 cases of substantial changes to response label sets using a dataset consisting of 331 images that evolve when sent to a service.",0,0,0,1,1,0
3119,"As a mixed result of intensive dependency on third-party libraries, flexible mechanisms to declare dependencies and increased number of modules in a project, different modules of a project directly depend on multiple versions of the same third-party library.",1,0,0,0,0,0
3120,"Such library version inconsistencies could increase dependency maintenance cost, or even lead to dependency conflicts when modules are inter-dependent.",1,0,0,0,0,0
3121,"Although automated build tools (e.g., Maven's enforcer plugin) provide partial support to detect library version inconsistencies, they do not provide any support to harmonize inconsistent library versions.",1,0,0,0,0,0
3122,"We first conduct a survey with 131 Java developers from GitHub to retrieve first-hand information about the root causes, detection methods, reasons for fixing or not fixing, fixing strategies, fixing efforts, and tool expectations on library version inconsistencies.",0,0,1,1,0,0
3123,"Then, based on the insights from our survey, we propose LibHarmo, an interactive, effort-aware library version harmonization technique, to detect library version inconsistencies, interactively suggest a harmonized version with the least harmonization efforts based on library API usage analysis, and refactor build configuration files.",0,0,1,0,0,0
3124,LibHarmo is currently developed for Java Maven projects.,0,0,1,0,0,0
3125,"Our experimental study on 443 highly-starred Java Maven projects from GitHub shows that i) LibHarmo detected 621 library version inconsistencies in 152 (34.3%) projects with a false positive rate of 16.8%, while Maven's enforcer plugin only detected 219 of them; and ii) LibHarmo saved 87.5% of the harmonization efforts.",0,0,0,1,1,0
3126,"Further, 31 library version inconsistencies have been confirmed, and 17 of them have been already harmonized by developers.",0,0,0,0,1,0
3127,"Mining software repositories (MSR) has been shown effective for extracting data used to improve various software engineering tasks, including code completion, code repair, code search, and code summarization.",1,0,0,0,0,0
3128,"Despite a large body of work on MSR, researchers have focused almost exclusively on repositories that contain code written in imperative programming languages, such as Java and C/C++.",1,0,0,0,0,0
3129,"Unlike prior work, in this paper, we focus on mining publicly available hardware descriptions (HDs) written in hardware description languages (HDLs), such as VHDL.",0,1,0,0,0,0
3130,"HDLs have unique syntax and semantics compared to popular imperative languages, and learning-based tools available to hardware designers are well behind those used in other application domains.",0,0,1,0,0,0
3131,We assembled large HD corpora consisting of source code written in several HDLs and report on their characteristics.,0,0,0,1,0,0
3132,Our language model evaluation reveals that HDs possess a high level of naturalness similar to software written in imperative languages.,0,0,0,0,1,0
3133,"Further, by utilizing our corpora, we built several deep learning models for automated code completion in VHDL; our models take into account unique characteristics of HDLs, including similarities of nearby concurrent signal assignment statements, in-built concurrency, and the frequently used signal types.",0,0,0,1,0,0
3134,"These characteristics led to more effective neural models, achieving a BLEU score of 37.3, an 8-14-point improvement over rule-based and neural baselines.",0,0,0,0,1,0
3135,"Today, most developers bundle changes into commits that they submit to a shared code repository.",1,0,0,0,0,0
3136,"Tangled commits intermix distinct concerns, such as a bug fix and a new feature.",1,0,0,0,0,0
3137,"They cause issues for developers, reviewers, and researchers alike: they restrict the usability of tools such as git bisect, make patch comprehension more difficult, and force researchers who mine software repositories to contend with noise.",1,0,0,0,0,0
3138,"We present a novel data structure, the 𝛿-NFG, a multiversion Program Dependency Graph augmented with name flows.",0,1,1,0,0,0
3139,"A 𝛿-NFG directly and simultaneously encodes different program versions, thereby capturing commits, and annotates data flow edges with the names/lexemes that flow across them.",0,0,1,0,0,0
3140,"Our technique, Flexeme, builds a 𝛿-NFG from commits, then applies Agglomerative Clustering using Graph Similarity to that 𝛿-NFG to untangle its commits.",0,0,1,0,0,0
3141,"At the untangling task on a C# corpus, our implementation, Heddle, improves the state-of-the-art on accuracy by 0.14, achieving 0.81, in a fraction of the time: Heddle is 32 times faster than the previous state-of-the-art.",0,0,0,0,1,0
3142,Software refactoring aims at improving code quality while preserving the system's external behavior.,1,0,0,0,0,0
3143,"Although in principle refactoring is a behavior-preserving activity, a study presented by Bavota etal in 2012 reported the proneness of some refactoring actions (eg pull up method) to induce faults.",1,0,0,0,0,0
3144,The study was performed by mining refactoring activities and bugs from three systems.,1,0,0,0,0,0
3145,"Taking profit of the advances made in the mining software repositories field (eg better tools to detect refactoring actions at commit-level granularity), we present a differentiated replication of the work by Bavota etal in which we (i) overcome some of the weaknesses that affect their experimental design, (ii) answer the same research questions of the original study on a much larger dataset (3 vs 103 systems), and (iii) complement the quantitative analysis of the relationship between refactoring and bugs with a qualitative, manual inspection of commits aimed at verifying the extent to which refactoring actions trigger bug-fixing activities.",0,1,1,0,0,0
3146,"The results of our quantitative analysis confirm the findings of the replicated study, while the qualitative analysis partially demystifies the role played by refactoring actions in the bug introduction.",0,0,0,1,1,0
3147,"We propose a novel fine-grained integration of pointer analysis with dynamic analysis, including dynamic symbolic execution.",0,1,1,0,0,0
3148,"This is achieved via past-sensitive pointer analysis, an on-demand pointer analysis instantiated with an abstraction of the dynamic state on which it is invoked.",0,0,1,0,0,0
3149,"We evaluate our technique in three application scenarios: chopped symbolic execution, symbolic pointer resolution, and write integrity testing.",0,0,0,1,0,0
3150,"Our preliminary results show that the approach can have a significant impact in these scenarios, by effectively improving the precision of standard pointer analysis with only a modest performance overhead.",0,0,0,0,1,0
3151,"Polyglot programming, the use of multiple programming languages during the development process, is common practice in modern software development.",1,0,0,0,0,0
3152,This study investigates this practice through a randomized controlled trial conducted under the context of database programming.,0,1,1,0,0,0
3153,Participants in the study were given coding tasks written in Java and one of three SQL-like embedded languages.,0,0,0,1,0,0
3154,"One was plain SQL in strings, one was in Java only, and the third was a hybrid embedded language that was closer to the host language.",0,0,0,1,0,0
3155,We recorded 109 valid data points.,0,0,0,1,0,0
3156,Results showed significant differences in how developers of different experience levels code using polyglot techniques.,0,0,0,0,1,0
3157,"Notably, less experienced programmers wrote correct programs faster in the hybrid condition (frequent, but less severe, switches), while more experienced developers that already knew both languages performed better in traditional SQL (less frequent but more complete switches).",0,0,0,0,1,0
3158,The results indicate that the productivity impact of polyglot programming is complex and experience level dependent.,0,0,0,0,1,0
3159,"Automation tools like continuous integration services, code coverage reporters, style checkers, dependency managers, etc. are all known to provide significant improvements in developer productivity and software quality.",1,0,0,0,0,0
3160,"Some of these tools are widespread, others are not.",1,0,0,0,0,0
3161,"How do these automation ""best practices"" spread?",1,0,0,0,0,0
3162,And how might we facilitate the diffusion process for those that have seen slower adoption?,1,0,0,0,0,0
3163,"In this paper, we rely on a recent innovation in transparency on code hosting platforms like GitHub---the use of repository badges---to track how automation tools spread in open-source ecosystems through different social and technical mechanisms over time.",0,1,1,0,0,0
3164,"Using a large longitudinal data set, multivariate network science techniques, and survival analysis, we study which socio-technical factors can best explain the observed diffusion process of a number of popular automation tools.",0,0,1,1,0,0
3165,"Our results show that factors such as social exposure, competition, and observability affect the adoption of tools significantly, and they provide a roadmap for software engineers and researchers seeking to propagate best practices and tools.",0,0,0,0,1,0
3166,"The typical software tutorial includes step-by-step instructions for installing developer tools, editing files and code, and running commands.",1,0,0,0,0,0
3167,"When these software tutorials are not executable, either due to missing instructions, ambiguous steps, or simply broken commands, their value is diminished.",1,0,0,0,0,0
3168,"Non-executable tutorials impact developers in several ways, including frustrating learning experiences, and limiting usability of developer tools.",1,0,0,0,0,0
3169,"To understand to what extent software tutorials are executable---and why they may fail---we conduct an empirical study on over 600 tutorials, including nearly 15,000 code blocks.",0,1,1,1,0,0
3170,We find a naive execution strategy achieves an overall executability rate of only 26%.,0,0,0,0,1,0
3171,Even a human-annotation-based execution strategy---while doubling executability---still yields no tutorial that can successfully execute all steps.,0,0,0,0,1,0
3172,"We identify several common executability barriers, ranging from potentially innocuous causes, such as interactive prompts requiring human responses, to insidious errors, such as missing steps and inaccessible resources.",0,0,0,0,1,0
3173,"We validate our findings with major stakeholders in technical documentation and discuss possible strategies for improving software tutorials, such as providing accessible alternatives for tutorial takers, and investing in automated tutorial testing to ensure continuous quality of software tutorials.",0,0,0,1,0,0
3174,"Open design discussion is a primary mechanism through which open source projects debate, make and document design decisions.",1,0,0,0,0,0
3175,"However, there are open questions regarding how design discussions are conducted and what effect they have on the design quality of projects.",1,0,0,0,0,0
3176,"Recent work has begun to investigate design discussions, but has thus far focused on a single communication channel, whereas many projects use multiple channels.",1,0,0,0,0,0
3177,"In this study, we examine 37 Apache projects and their design discussions, the project’s design quality evolution, and the relationship between design discussion and design quality.",0,1,1,0,0,0
3178,"A mixed method empirical analysis (data mining and a survey of 130 developers) shows that: I) 89.51% of all design discussions occur in project mailing list, II) both core and non-core developers participate in design discussions, but core developers implement more design related changes (67.06%), and III) the correlation between design discussions and design quality is small.",0,0,0,1,1,0
3179,We conclude the paper with several observations that form the foundation for future research and development.,0,0,0,0,0,1
3180,An effective and efficient application of Continuous Integration (CI) and Delivery (CD) requires software projects to follow certain principles and good practices.,1,0,0,0,0,0
3181,Configuring such a CI/CD pipeline is challenging and error-prone.,1,0,0,0,0,0
3182,"Therefore, automated linters have been proposed to detect errors in the pipeline.",1,0,0,0,0,0
3183,"While existing linters identify syntactic errors, detect security vulnerabilities or misuse of the features provided by build servers, they do not support developers that want to prevent common misconfigurations of a CD pipeline that potentially violate CD principles (“CD smells”).",1,0,0,0,0,0
3184,"To this end, we propose CD-Linter, a semantic linter that can automatically identify four different smells in pipeline configuration files.",0,1,1,0,0,0
3185,"We have evaluated our approach through a large-scale and long-term study that consists of (i) monitoring 145 issues (opened in as many open-source projects) over a period of 6 months, (ii) manually validating the detection precision and recall on a representative sample of issues, and (iii) assessing the magnitude of the observed smells on 5,312 open-source projects on GitLab.",0,0,0,1,0,0
3186,Our results show that CD smells are accepted and fixed by most of the developers and our linter achieves a precision of 87% and a recall of 94%.,0,0,0,0,1,0
3187,"Those smells can be frequently observed in the wild, as 31% of projects with long configurations are affected by at least one smell.",0,0,0,0,1,0
3188,The selection of third-party libraries is an essential element of virtually any software development project.,1,0,0,0,0,0
3189,"However, deciding which libraries to choose is a challenging practical problem.",1,0,0,0,0,0
3190,"Selecting the wrong library can severely impact a software project in terms of cost, time, and development effort, with the severity of the impact depending on the role of the library in the software architecture, among others.",1,0,0,0,0,0
3191,"Despite the importance of following a careful library selection process, in practice, the selection of third-party libraries is still conducted in an ad-hoc manner, where dozens of factors play an influential role in the decision.",1,0,0,0,0,0
3192,"In this paper, we study the factors that influence the selection process of libraries, as perceived by industry developers.",0,1,1,0,0,0
3193,"To that aim, we perform a cross-sectional interview study with 16 developers from 11 different businesses and survey 115 developers that are involved in the selection of libraries.",0,0,0,1,0,0
3194,"We systematically devised a comprehensive set of 26 technical, human, and economic factors that developers take into consideration when selecting a software library.",0,0,0,0,1,0
3195,Eight of these factors are new to the literature.,0,0,0,0,1,0
3196,We explain each of these factors and how they play a role in the decision.,0,0,0,0,1,0
3197,"Finally, we discuss the implications of our work to library maintainers, potential library users, package manager developers, and empirical software engineering researchers.",0,0,0,0,1,0
3198,Software engineering candidates commonly participate in whiteboard technical interviews as part of a hiring assessment.,1,0,0,0,0,0
3199,"During these sessions, candidates write code while thinking aloud as they work towards a solution, under the watchful eye of an interviewer.",1,0,0,0,0,0
3200,"While technical interviews should allow for an unbiased and inclusive assessment of problem-solving ability, surprisingly, technical interviews may be instead a procedure for identifying candidates who best handle and migrate stress solely caused by being examined by an interviewer (performance anxiety).",1,0,0,0,0,0
3201,"To understand if coding interviews—as administered today—can induce stress that significantly hinders performance, we conducted a randomized controlled trial with 48 Computer Science students, comparing them in private and public whiteboard settings.",0,1,1,1,0,0
3202,"We found that performance is reduced by more than half, by simply being watched by an interviewer.",0,0,0,0,1,0
3203,We also observed that stress and cognitive load were significantly higher in a traditional technical interview when compared with our private interview.,0,0,0,0,1,0
3204,"Consequently, interviewers may be filtering out qualified candidates by confounding assessment of problem-solving ability with unnecessary stress.",0,0,0,0,1,0
3205,"We propose interview modifications to make problem-solving assessment more equitable and inclusive, such as through private focus sessions and retrospective think-aloud, allowing companies to hire from a larger and diverse pool of talent.",0,0,0,0,0,1
3206,"Maintaining large code bases written in dynamically typed languages, such as JavaScript or Python, can be challenging due to the absence of type annotations: simple data compatibility errors proliferate, IDE support is limited, and APIs are hard to comprehend.",1,0,0,0,0,0
3207,Recent work attempts to address those issues through either static type inference or probabilistic type prediction.,1,0,0,0,0,0
3208,"Unfortunately, static type inference for dynamic languages is inherently limited, while probabilistic approaches suffer from imprecision.",1,0,0,0,0,0
3209,"This paper presents TypeWriter, the first combination of probabilistic type prediction with search-based refinement of predicted types.",0,1,1,0,0,0
3210,TypeWriter’s predictor learns to infer the return and argument types for functions from partially annotated code bases by combining the natural language properties of code with programming language-level information.,0,0,1,0,0,0
3211,"To validate predicted types, TypeWriter invokes a gradual type checker with different combinations of the predicted types, while navigating the space of possible type combinations in a feedback-directed manner.",0,0,1,0,0,0
3212,"We implement the TypeWriter approach for Python and evaluate it on two code corpora: a multi-million line code base at Facebook and a collection of 1,137 popular open-source projects.",0,0,0,1,0,0
3213,"We show that TypeWriter’s type predictor achieves an F1 score of 0.64 (0.79) in the top-1 (top-5) predictions for return types, and 0.57 (0.80) for argument types, which clearly outperforms prior type prediction models.",0,0,0,0,1,0
3214,"By combining predictions with search-based validation, TypeWriter can fully annotate between 14% to 44% of the files in a randomly selected corpus, while ensuring type correctness.",0,0,0,0,1,0
3215,A comparison with a static type inference tool shows that TypeWriter adds many more non-trivial types.,0,0,0,0,1,0
3216,TypeWriter currently suggests types to developers at Facebook and several thousands of types have already been accepted with minimal changes.,0,0,0,0,0,1
3217,"Formal program specifications are essential for various software engineering tasks, such as program verification, program synthesis, code debugging and software testing.",1,0,0,0,0,0
3218,"However, manually inferring formal program specifications is not only time-consuming but also error-prone.",1,0,0,0,0,0
3219,"In addition, it requires substantial expertise.",1,0,0,0,0,0
3220,"Natural language comments contain rich semantics about behaviors of code, making it feasible to infer program specifications from comments.",1,0,0,0,0,0
3221,"Inspired by this, we develop a tool, named C2S, to automate the specification synthesis task by translating natural language comments into formal program specifications.",0,1,1,0,0,0
3222,Our approach firstly constructs alignments between natural language word and specification tokens from existing comments and their corresponding specifications.,0,0,1,0,0,0
3223,"Then for a given method comment, our approach assembles tokens that are associated with words in the comment from the alignments into specifications guided by specification syntax and the context of the target method.",0,0,1,0,0,0
3224,"Our tool successfully synthesizes 1,145 specifications for 511 methods of 64 classes in 5 different projects, substantially outperforming the state-of-the-art.",0,0,0,0,1,0
3225,"The generated specifications are also used to improve a number of software engineering tasks like static taint analysis, which demonstrates the high quality of the specifications.",0,0,0,0,0,1
3226,"In 2014, a Microsoft study investigated the sort of questions that data science applied to software engineering should answer.",1,0,0,0,0,0
3227,"This resulted in 145 questions that developers considered relevant for data scientists to answer, thus providing a research agenda to the community.",1,0,0,0,0,0
3228,"Fast forward to five years, no further studies investigated whether the questions from the software engineers at Microsoft hold for other software companies, including software-intensive companies with different primary focus (to which we refer as software-defined enterprises).",1,0,0,0,0,0
3229,"Furthermore, it is not evident that the problems identified five years ago are still applicable, given the technological advances in software engineering.",1,0,0,0,0,0
3230,"This paper presents a study at ING, a software-defined enterprise in banking in which over 15,000 IT staff provides in-house software solutions.",0,1,1,0,0,0
3231,This paper presents a comprehensive guide of questions for data scientists selected from the previous study at Microsoft along with our current work at ING.,0,1,1,0,0,0
3232,"We replicated the original Microsoft study at ING, looking for questions that impact both software companies and software-defined enterprises and continue to impact software engineering.",0,0,1,0,0,0
3233,We also add new questions that emerged from differences in the context of the two companies and the five years gap in between.,0,0,1,0,0,0
3234,"Our results show that software engineering questions for data scientists in the software-defined enterprise are largely similar to the software company, albeit with exceptions.",0,0,0,0,1,0
3235,We hope that the software engineering research community builds on the new list of questions to create a useful body of knowledge.,0,0,0,0,0,1
3236,"Whenever a new software-verification technique is developed, additional effort is necessary to extend the new program analysis to an interprocedural one, such that it supports recursive procedures.",1,0,0,0,0,0
3237,We would like to reduce that additional effort.,0,1,0,0,0,0
3238,"Our contribution is an approach to extend an existing analysis in a modular and domain-independent way to an interprocedural analysis without large changes: We present interprocedural block-abstraction memoization (BAM), which is a technique for procedure summarization to analyze (recursive) procedures.",0,1,1,0,0,0
3239,"For recursive programs, a fix-point algorithm terminates the recursion if every procedure is sufficiently unrolled and summarized to cover the abstract state space.",0,0,1,0,0,0
3240,"BAM Interprocedural works for data-flow analysis and for model checking, and is independent from the underlying abstract domain.",0,0,1,0,0,0
3241,"To witness that our interprocedural analysis is generic and configurable, we defined and evaluated the approach for three completely different abstract domains: predicate abstraction, explicit values, and intervals.",0,0,0,1,0,0
3242,The interprocedural BAM-based analysis is implemented in the open-source verification framework CPAchecker.,0,0,1,0,0,0
3243,The evaluation shows that the overhead for modularity and domain-independence is not prohibitively large and the analysis is still competitive with other state-of-the-art software-verification tools.,0,0,0,0,1,0
3244,Approximation is a technique that optimizes the balance between application outcome quality and its resource usage.,1,0,0,0,0,0
3245,"Trading quality for performance has been investigated for single application scenarios, but not for environments where multiple approximate applications may run concurrently on the same machine, interfering with each other by sharing machine resources.",1,0,0,0,0,0
3246,"Applying existing, single application techniques to this multi-programming environment may lead to configuration space size explosion, or result in poor overall application quality outcomes.",1,0,0,0,0,0
3247,Our new RAPID-M system is the first cross-application con-figuration management framework.,0,0,1,0,0,0
3248,"It reduces the problem size by clustering configurations of individual applications into local""similarity buckets"".",0,0,1,0,0,0
3249,The global cross-applications configuration selection is based on these local bucket spaces.,0,0,1,0,0,0
3250,"RAPID-M dynamically assigns buckets to applications such that overall quality is maximized while respecting individual application cost budgets.Once assigned a bucket, reconfigurations within buckets may be performed locally with minimal impact on global selections.",0,0,1,0,0,0
3251,"Experimental results using six configurable applications show that even large configuration spaces of complex applications can be clustered into a small number of buckets, resulting in search space size reductions of up to 9 orders of magnitude for our six applications.",0,0,0,1,1,0
3252,RAPID-M constructs performance cost models with an average prediction error of ≤3%.,0,0,0,0,1,0
3253,"For our application execution traces, RAPID-M dynamically selects configurations that lower the budget violation rate by 33.9% with an average budget exceeding rate of 6.6% as compared to other possible approaches.",0,0,0,0,1,0
3254,RAPID-M successfully finishes 22.75% more executions which translates to a 1.52X global output quality increase under high system loads.,0,0,0,0,1,0
3255,Theo verhead ofRAPID-Mis within≤1% of application execution times.,0,0,0,0,1,0
3256,"Summer of code programs connect students to open source software (OSS) projects, typically during the summer break from school.",1,0,0,0,0,0
3257,"Analyzing consolidated summer of code programs can reveal how college students, who these programs usually target, can be motivated to participate in OSS, and what onboarding strategies OSS communities adopt to receive these students.",1,0,0,0,0,0
3258,"In this paper, we study the well-established Google Summer of Code (GSoC) and devise an integrated engagement theory grounded in multiple data sources to explain motivation and onboarding in this context.",0,1,1,0,0,0
3259,"Our analysis shows that OSS communities employ several strategies for planning and executing student participation, socially integrating the students, and rewarding student’s contributions and achievements.",0,0,0,0,1,0
3260,"Students are motivated by a blend of rewards, which are moderated by external factors.",0,0,0,0,1,0
3261,We presented these rewards and the motivation theory to students who had never participated in a summer of code program and collected their shift in motivation after learning about the theory.,0,0,0,0,1,0
3262,"New students can benefit from the former students' experiences detailed in our results, and OSS stakeholders can leverage both the insight into students’ motivations for joining such programs as well as the onboarding strategies we identify to devise actions to attract and retain newcomers.",0,0,0,0,0,1
3263,"A large percentage of real-world software configuration issues, such as misconfigurations, involve multiple interdependent configuration parameters.",1,0,0,0,0,0
3264,"However, existing techniques and tools either do not consider dependencies among configuration parameters— termed configuration dependencies—or rely on one or two dependency types and code patterns as input.",1,0,0,0,0,0
3265,"Without rigorous understanding of configuration dependencies, it is hard to deal with many resulting configuration issues.",1,0,0,0,0,0
3266,"This paper presents our study of software configuration dependencies in 16 widely-used cloud and datacenter systems, including dependencies within and across software components.",0,1,1,0,0,0
3267,"To understand types of configuration dependencies, we conduct an exhaustive search of descriptions in structured configuration metadata and unstructured user manuals.",0,0,1,0,0,0
3268,We find and manually analyze 521 configuration dependencies.,0,0,1,0,0,0
3269,We define five types of configuration dependencies and identify their common code patterns.,0,0,1,0,0,0
3270,We report on consequences of not satisfying these dependencies and current software engineering practices for handling the consequences.,0,0,1,0,0,0
3271,"We mechanize the knowledge gained from our study in a tool, cDep, which detects configuration dependencies.",0,0,0,1,0,0
3272,cDep automatically discovers five types of configuration dependencies from bytecode using static program analysis.,0,0,0,1,0,0
3273,We apply cDep to the eight Java and Scala software systems in our study.,0,0,0,1,0,0
3274,cDep finds 87.9% (275/313) of the related subset of dependencies from our study.,0,0,0,0,1,0
3275,"cDep also finds 448 previously undocumented dependencies, with a 6.0% average false positive rate.",0,0,0,0,1,0
3276,"Overall, our results show that configuration dependencies are more prevalent and diverse than previously reported and should henceforth be considered a first-class issue in software configuration engineering.",0,0,0,0,0,1
3277,Data stored in cloud services is highly sensitive and so access to it is controlled via policies written in domain-specific languages (DSLs).,1,0,0,0,0,0
3278,"The expressiveness of these DSLs provides users flexibility to cover a wide variety of uses cases, however, unintended misconfigurations can lead to potential security issues.",1,0,0,0,0,0
3279,"We introduce Block Public Access, a tool that formally verifies policies to ensure that they only allow access to trusted principals, i.e. that they prohibit access to the general public.",0,1,1,0,0,0
3280,"To this end, we formalize the notion of Trust Safety that formally characterizes whether or not a policy allows unconstrained (public) access.",0,0,1,0,0,0
3281,"Next, we present a method to compile the policy down to a logical formula whose unsatisfiability can be (1) checked by SMT and (2) ensures Trust Safety.",0,0,1,0,0,0
3282,"The constructs of the policy DSLs render unsatisfiability checking PSPACE-complete, which precludes verifying the millions of requests per second seen at cloud scale.",0,0,1,0,0,0
3283,"Hence, we present an approach that leverages the structure of the policy DSL to compute a much smaller residual policy that corresponds only to untrusted accesses.",0,0,1,0,0,0
3284,"Our approach allows Block Public Access to, in the common case, syntactically verify Trust Safety without having to query the SMT solver.",0,0,1,0,0,0
3285,"We have implemented Block Public Access and present an evaluation showing how the above optimization yields a low-latency policy verifier that the S3 team at AWS has integrated into their authorization system, where it is currently in production, analyzing millions of policies everyday to ensure that client buckets do not grant unintended public access.",0,0,0,0,0,1
3286,"We present a new framework and associated synthesis algorithms for program synthesis over noisy data, i.e., data that may contain incorrect/corrupted input-output examples.",0,1,1,0,0,0
3287,This framework is based on an extension of finite tree automata called state-weighted finite tree automata.,0,0,1,0,0,0
3288,We show how to apply this framework to formulate and solve a variety of program synthesis problems over noisy data.,0,1,0,0,0,0
3289,"Results from our implemented system running on problems from the SyGuS 2018 benchmark suite highlight its ability to successfully synthesize programs in the face of noisy data sets, including the ability to synthesize a correct program even when every input-output example in the data set is corrupted.",0,0,0,1,1,0
3290,Merging execution paths is a powerful technique for reducing path explosion in symbolic execution.,1,0,0,0,0,0
3291,"One approach, introduced and dubbed “veritesting” by Avgerinos et al., works by translating abounded control flow region into a single constraint.",1,0,0,0,0,0
3292,This approach is a convenient way to achieve path merging as a modification to a pre-existing single-path symbolic execution engine.,1,0,0,0,0,0
3293,"Previous work evaluated this approach for symbolic execution of binary code, but different design considerations apply when building tools for other languages.",1,0,0,0,0,0
3294,"In this paper, we extend the previous approach for symbolic execution of Java.",0,1,0,0,0,0
3295,"Because Java code typically contains many small dynamically dispatched methods, it is important to include them in multi-path regions; we introduce dynamic inlining of method-regions to do so modularly.",0,0,1,0,0,0
3296,"Java’s typed memory structure is very different from the binary representation, but we show how the idea of static single assignment (SSA) form can be applied to object references to statically account for aliasing.",0,0,1,0,0,0
3297,"We have implemented our algorithms in Java Ranger, an extension to the widely used Symbolic Pathfinder tool.",0,0,1,0,0,0
