,sentence,background_motivation,research_method,aim_contribution_research_object,results_findings_summary
1704,SinkFinder first takes just one pair of well-known interesting functions as the initial seed to infer enough positive and negative training samples by means of sub-word word embedding.,0,1,0,0
1705,"By using these samples, a support vector machine classifier is trained to identify more interesting function pairs.",0,1,0,0
1706,"Finally, checkers equipped with the obtained knowledge can be easily developed to detect bugs in target systems.",0,1,0,0
1707,"The experiments demonstrate that SinkFinder can successfully discover hundreds of interesting functions and detect dozens of previously unknown bugs from large-scale systems, such as Linux, OpenSSL and PostgreSQL.",0,0,0,1
1708,"
With the increasing adoption of Deep Learning (DL) for critical tasks, such as autonomous driving, the evaluation of the quality of systems that rely on DL has become crucial.",1,0,0,0
1709,"Once trained, DL systems produce an output for any arbitrary numeric vector provided as input, regardless of whether it is within or outside the validity domain of the system under test.",1,0,0,0
1710,"Hence, the quality of such systems is determined by the intersection between their validity domain and the regions where their outputs exhibit a misbehaviour.",1,0,0,0
1711,"In this paper, we introduce the notion of frontier of behaviours, i.e., the inputs at which the DL system starts to misbehave.",0,0,1,0
1712,"If the frontier of misbehaviours is outside the validity domain of the system, the quality check is passed.",0,1,0,0
1713,"Otherwise, the inputs at the intersection represent quality deficiencies of the system.",0,1,0,0
1714,"We developed DeepJanus, a search-based tool that generates frontier inputs for DL systems.",0,0,1,0
1715,"The experimental results obtained for the lane keeping component of a self-driving car show that the frontier of a well trained system contains almost exclusively unrealistic roads that violate the best practices of civil engineering, while the frontier of a poorly trained one includes many valid inputs that point to serious deficiencies of the system.",0,0,0,1
1716,"
Developers frequently change the type of a program element and update all its references for performance, security, concurrency,library migration, or better maintainability.",1,0,0,0
1717,"Despite type changes being a common program transformation, it is the least automated and the least studied.",1,0,0,0
1718,"With this knowledge gap, researchers miss opportunities to improve the state of the art in automation for software evolution, tool builders do not invest resources where automation is most needed, language and library designers can-not make informed decisions when introducing new types, and developers fail to use common practices when changing types.",1,0,0,0
1719,"To fill this gap, we present the first large-scale and most fine-grained empirical study on type changes in Java.",0,0,1,0
1720,"We develop state-of-the-art tools to statically mine 297,543 type changes and their subsequent code adaptations from a diverse corpus of 129 Java projects containing 416,652 commits.",0,0,1,0
1721,With this rich data set we answer research questions about the practice of type changes.,0,0,1,0
1722,"Among others, we found that type changes are actually more common than renaming,but the current research and tools for type changes are inadequate.Based on our extensive and reliable data, we present actionable,empirically-justified implications.",0,0,0,1
1723,"
Due to the lexical gap between functionality descriptions and user queries, documentation-based API retrieval often produces poor results.Verb phrases and their phrase patterns are essential in both describing API functionalities and interpreting user queries.",1,0,0,0
1724,Thus we hypothesize that API retrieval can be facilitated by explicitly recognizing and matching between the fine-grained structures of functionality descriptions and user queries.,0,0,1,0
1725,"To verify this hypothesis, we conducted a large-scale empirical study on the functionality descriptions of 14,733 JDK and Android API methods.",0,1,0,0
1726,"We identified 356 different functionality verbs from the descriptions, which were grouped into 87 functionality categories, and we extracted 523 phrase patterns from the verb phrases of the descriptions.",0,0,0,1
1727,"Building on these findings, we propose an API method recommendation approach based on explicit matching of functionality verb phrases in functionality descriptions and user queries, called PreMA.",0,0,1,0
1728,"Our evaluation shows that PreMA can accurately recognize the functionality categories (92.8%) and phrase patterns (90.4%) of functionality description sentences; and when used for API retrieval tasks, PreMA can help participants complete their tasks more accurately and with fewer retries compared to a baseline approach.",0,0,0,1
1729,"
The cloud runs on REST APIs.",1,0,0,0
1730,"In this paper, we study how to intelligently generate data payloads embedded in REST API requests in order to find data-processing bugs in cloud services.",0,0,1,0
1731,"We discuss how to leverage REST API specifications, which, by definition, contain data schemas for API request bodies.",0,0,1,0
1732,"We then propose and evaluate a range of data fuzzing techniques, including structural schema fuzzing rules, various rule combinations, search heuristics, extracting data values from examples included in REST API specifications, and learning data values on-the-fly from previous service responses.",0,1,0,0
1733,"After evaluating these techniques, we identify the top-performing combination and use this algorithm to fuzz several Microsoft Azure cloud services.",0,1,0,0
1734,"During our experiments, we found 100s of “Internal Server Error” service crashes, which we triaged into 17 unique bugs and reported to Azure developers.",0,0,0,1
1735,"All these bugs are reproducible, confirmed, and fixed or in the process of being fixed.",0,0,0,1
1736,"
Smart home devices provide the convenience of remotely control-ling and automating home appliances.",1,0,0,0
1737,"The most advanced smart home environments allow developers to write apps to make smart home devices work together to accomplish tasks, e.g., home security and energy conservation.",1,0,0,0
1738,A smart home app typically implements narrow functionality and thus to fully implement desired functionality homeowners may need to install multiple apps.,1,0,0,0
1739,These different apps can conflict with each other and these conflicts can result in undesired actions such as locking the door during a fire.,1,0,0,0
1740,"In this paper, we study conflicts between apps on Samsung SmartThings, the most popular platform for developing and deploying smart home IoT devices.",0,0,1,0
1741,"By collecting and studying 198 official and 69 third-party apps, we found significant app conflicts in 3 categories: (1) close to 60% of app pairs that access the same device, (2) more than 90% of app pairs with physical interactions, and (3) around 11% of app pairs that access the same global variable.",0,1,0,0
1742,Our results suggest that the problem of conflicts between smart home apps is serious and can create potential safety risks.,0,0,0,1
1743,We then developed a conflict detection tool that uses model checking to automatically detect up to 96% of the conflicts.,0,1,0,0
1744,"
Trained DNN models are increasingly adopted as integral parts of software systems, but they often perform deficiently in the field.",1,0,0,0
1745,"A particularly damaging problem is that DNN models often give false predictions with high confidence, due to the unavoidable slight divergences between operation data and training data.",1,0,0,0
1746,"To minimize the loss caused by inaccurate confidence, operational calibration, i.e., calibrating the confidence function of a DNN classifier against its operation domain, becomes a necessary debugging step in the engineering of the whole system.",1,0,0,0
1747,Operational calibration is difficult considering the limited budget of labeling operation data and the weak interpretability of DNN models.,1,0,0,0
1748,We propose a Bayesian approach to operational calibration that gradually corrects the confidence given by the model under calibration with a small number of labeled operation data deliberately selected from a larger set of unlabeled operation data.,0,0,1,0
1749,The approach is made effective and efficient by leveraging the locality of the learned representation of the DNN model and modeling the calibration as Gaussian Process Regression.,0,1,0,0
1750,"Comprehensive experiments with various practical datasets and DNN models show that it significantly outperformed alternative methods, and in some difficult tasks it eliminated about 71% to 97% high-confidence (>0.9) errors with only about 10% of the minimal amount of labeled operation data needed for practical learning techniques to barely work",0,0,0,1
1751,"
UI testing is tedious and time-consuming due to the manual effort required.",1,0,0,0
1752,Recent research has explored opportunities for reusing existing UI tests from an app to automatically generate new tests for other apps.,1,0,0,0
1753,"However, the evaluation of such techniques currently remains manual, unscalable, and unreproducible, which can waste effort and impede progress in this emerging area.",1,0,0,0
1754,"We introduce FrUITeR, a framework that automatically evaluates UI test reuse in a reproducible way.",0,0,1,0
1755,"We apply FrUITeR to existing test-reuse techniques on a uniform benchmark we established, resulting in 11,917 test reuse cases from 20 apps.",0,1,0,0
1756,We report several key findings aimed at improving UI test reuse that are missed by existing work.,0,0,0,1
1757,"
Detecting bugs in deep learning software at the architecture level provides additional benefits that detecting bugs at the model level does not provide.",1,0,0,0
1758,This paper makes the first attempt to conduct static analysis for detecting numerical bugs at the architecture level.,0,1,0,0
1759,We propose a static analysis approach for detecting numerical bugs in neural architectures based on abstract interpretation.,0,0,1,0
1760,"Our approach mainly comprises two kinds of abstraction techniques, i.e., one for tensors and one for numerical values.",0,1,0,0
1761,"Moreover, to scale up while maintaining adequate detection precision, we propose two abstraction techniques: tensor partitioning and (elementwise) affine relation analysis to abstract tensors and numerical values, respectively.",0,0,1,0
1762,"We realize the combination scheme of tensor partitioning and affine relation analysis (together with interval analysis) as DEBAR, and evaluate it on two datasets: neural architectures with known bugs (collected from existing studies) and real-world neural architectures.",0,1,0,0
1763,The evaluation results show that DEBAR outperforms other tensor and numerical abstraction techniques on accuracy without losing scalability.,0,0,0,1
1764,DEBAR successfully detects all known numerical bugs with no false positives within 1.7–2.3 seconds per architecture.,0,0,0,1
1765,"On the real-world architectures, DEBAR reports 529 warnings within 2.6–135.4 seconds per architecture, where 299 warnings are true positives.",0,0,0,1
1766,"
Deep learning is being incorporated in many modern software systems.",1,0,0,0
1767,"Deep learning approaches train a deep neural network (DNN) model using training examples, and then use the DNN model for prediction.",1,0,0,0
1768,"While the structure of a DNN model as layers is observable, the model is treated in its entirety as a monolithic component.",1,0,0,0
1769,"To change the logic implemented by the model, e.g. to add/remove logic that recognizes inputs belonging to a certain class, or to replace the logic with an alternative, the training examples need to be changed and the DNN needs to be retrained using the new set of examples.",1,0,0,0
1770,We argue that decomposing a DNN into DNN modules— akin to decomposing a monolithic software code into modules—can bring the benefits of modularity to deep learning.,0,0,1,0
1771,"In this work, we develop a methodology for decomposing DNNs for multi-class problems into DNN modules.",0,0,1,0
1772,"For four canonical problems, namely MNIST, EMNIST, FMNIST, and KMNIST, we demonstrate that such decomposition enables reuse of DNN modules to create different DNNs, enables replacement of one DNN module in a DNN with another without needing to retrain.",0,0,0,1
1773,The DNN models formed by composing DNN modules are at least as good as traditional monolithic DNNs in terms of test accuracy for our problems.,0,0,0,1
1774,"
Machine learning software is increasingly being used to make decisions that affect people's lives.",1,0,0,0
1775,"But sometimes, the core part of this software (the learned model), behaves in a biased manner that gives undue advantages to a specific group of people (where those groups are determined by sex, race, etc.).",1,0,0,0
1776,"This ""algorithmic discrimination"" in the AI software systems has become a matter of serious concern in the machine learning and software engineering community.",1,0,0,0
1777,"There have been works done to find ""algorithmic bias"" or ""ethical bias"" in the software system.",1,0,0,0
1778,"Once the bias is detected in the AI software system, the mitigation of bias is extremely important.",1,0,0,0
1779,"In this work, we a)explain how ground-truth bias in training data affects machine learning model fairness and how to find that bias in AI software,b)propose a method Fairway which combines pre-processing and in-processing approach to remove ethical bias from training data and trained model.",0,0,1,0
1780,"Our results show that we can find bias and mitigate bias in a learned model, without much damaging the predictive performance of that model.",0,0,0,1
1781,We propose that (1) testing for bias and (2) bias mitigation should be a routine part of the machine learning software development life cycle.,0,0,0,1
1782,Fairway offers much support for these two purposes.,0,0,0,1
1783,"
Executing software microbenchmarks, a form of small-scale performance tests predominantly used for libraries and frameworks, is a costly endeavor.",1,0,0,0
1784,"Full benchmark suites take up to multiple hours or days to execute, rendering frequent checks, e.g., as part of continuous integration (CI), infeasible.",1,0,0,0
1785,"However, altering benchmark configurations to reduce execution time without considering the impact on result quality can lead to benchmark results that are not representative of the software’s true performance.",1,0,0,0
1786,We propose the first technique to dynamically stop software microbenchmark executions when their results are sufficiently stable.,0,0,1,0
1787,Our approach implements three statistical stoppage criteria and is capable of reducing Java Microbenchmark Harness (JMH) suite execution times by 48.4% to 86.0%.,0,0,0,1
1788,"At the same time it retains the same result quality for 78.8% to 87.6% of the benchmarks, compared to executing the suite for the default duration.",0,0,0,1
1789,"The proposed approach does not require developers to manually craft custom benchmark configurations; instead, it provides automated mechanisms for dynamic reconfiguration.",0,0,0,1
1790,"Hence, making dynamic reconfiguration highly effective and efficient, potentially paving the way to inclusion of JMH microbenchmarks in CI.",0,0,0,1
1791,"
Recommendations between colleagues are effective for encouraging developers to adopt better practices.",1,0,0,0
1792,"Research shows these peer interactions are useful for improving developer behaviors, or the adoption of activities to help software engineers complete programming tasks.",1,0,0,0
1793,"However, in-person recommendations between developers in the workplace are declining.",1,0,0,0
1794,"One form of online recommendations between developers are pull requests, which allow users to propose code changes and provide feedback on contributions.",1,0,0,0
1795,"GitHub, a popular code hosting platform, recently introduced the suggested changes feature, which allows users to recommend improvements for pull requests.",1,0,0,0
1796,"To better understand this feature and its impact on recommendations between developers, we report an empirical study of this system, measuring usage, effectiveness, and perception.",0,1,1,0
1797,Our results show that suggested changes support code review activities and significantly impact the timing and communication between developers on pull requests.,0,0,0,1
1798,"This work provides insight into the suggested changes feature and implications for improving future systems for automated developer recommendations, such as providing situated, concise, and actionable feedback.",0,0,0,1
1799,"
Fuzzing is a widely used technique for detecting software bugs and vulnerabilities.",1,0,0,0
1800,Most popular fuzzers generate new inputs using an evolutionary search to maximize code coverage.,1,0,0,0
1801,"Essentially, these fuzzers start with a set of seed inputs, mutate them to generate new inputs, and identify the promising inputs using an evolutionary fitness function for further mutation.Despite their success, evolutionary fuzzers tend to get stuck in long sequences of unproductive mutations.",1,0,0,0
1802,"In recent years, machine learning (ML) based mutation strategies have reported promising results.",1,0,0,0
1803,"However, the existing ML-based fuzzers are limited by the lack of quality and diversity of the training data.",1,0,0,0
1804,"As the input space of the target programs is high dimensional and sparse, it is prohibitively expensive to collect many diverse samples demonstrating successful and unsuccessful mutations to train the model.In this paper, we address these issues by using a Multi-Task Neural Network that can learn a compact embedding of the input space based on diverse training samples for multiple related tasks (i.e.,predicting for different types of coverage).",0,0,1,0
1805,The compact embedding can guide the mutation process by focusing most of the mutations on the parts of the embedding where the gradient is high.,0,0,0,1
1806,MTFuzz uncovers 11 previously unseen bugs and achieves an average of 2× more edge coverage compared with 5 state-of-the-art fuzzer on 10 real-world programs,0,0,0,1
1807,"
Code coverage analysis plays an important role in the software testing process.",1,0,0,0
1808,"More recently, the remarkable effectiveness of coverage feedback has triggered a broad interest in feedback-guided fuzzing.",1,0,0,0
1809,"In this work, we introduce bcov, a tool for binary-level coverage analysis.",0,0,1,0
1810,Our tool statically instruments x86-64 binaries in the ELF format without compiler support.,0,0,1,0
1811,We implement several techniques to improve efficiency and scale to large real-world software.,0,0,1,0
1812,"First, we bring Agrawal’s probe pruning technique to binary-level instrumentation and effectively leverage its superblocks to reduce overhead.",0,1,0,0
1813,"Second, we introduce sliced microexecution, a robust technique for jump table analysis which improves CFG precision and enables us to instrument jump table entries.",0,1,0,0
1814,"To address this challenge, we aggressively exploit padding bytes and systematically host detours in neighboring basic blocks.",0,1,0,0
1815,We evaluate bcov on a corpus of 95 binaries compiled from eight popular and well-tested packages like FFmpeg and LLVM.,0,1,0,0
1816,"Two instrumentation policies, with different edge-level precision, are used to patch all functions in this corpus - over 1.6 million functions.",0,1,0,0
1817,Our precise policy has average performance and memory overheads of 14% and 22% respectively.,0,0,0,1
1818,Instrumented binaries do not introduce any test regressions.,0,0,0,1
1819,The reported coverage is highly accurate with an average F-score of 99.86%.,0,0,0,1
1820,"Finally, our jump table analysis is comparable to that of IDA Pro on gcc binaries and outperforms it on clang binaries.",0,0,0,1
1821,"
Facing the limited resource of smartphones, asynchronous programming significantly improves the performance of Android applications.",1,0,0,0
1822,Android provides several packaged components to ease the development of asynchronous programming.,1,0,0,0
1823,"Among them, the AsyncTask component is widely used by developers since it is easy to implement.",1,0,0,0
1824,"However, the abuse of AsyncTask component can decrease responsiveness and even lead to crashes.",1,0,0,0
1825,"By investigating the Android Developer Documentation and technical forums, we summarize five misuse patterns about AsyncTask.",0,0,1,0
1826,"To detect them, we propose a flow, context, object and field-sensitive inter-procedural static analysis approach.",0,1,0,0
1827,"Specifically, the static analysis includes typestate analysis, reference analysis and loop analysis.",0,1,0,0
1828,"Based on the AsyncTask-related information obtained during static analysis, we check the misuse according to predefined detection rules.",0,1,0,0
1829,The proposed approach is implemented into a tool called AsyncChecker.,0,0,1,0
1830,"We evaluate AsyncChecker on a self-designed benchmark suite called AsyncBench and 1,759 real-world apps.",0,1,0,0
1831,"AsyncChecker finds 17,946 misused AsyncTask instances in 1,417 real-world apps (80.6%).",0,0,0,1
1832,"The precision, recall and F-measure of AsyncChecker on real-world applications are 97.2%, 89.8% and 0.93, respectively.",0,0,0,1
1833,"Compared with existing tools, AsyncChecker can detect more asynchronous problems.",0,0,0,1
1834,We report the misuse problems to developers via GitHub.,0,0,0,1
1835,Several developers have confirmed and fixed the problems found by AsyncChecker.,0,0,0,1
1836,The result implies that our approach is effective and developers do take the misuse of AsyncTask as a serious problem.,0,0,0,1
1837,"
Higher-order mutation has the potential for improving major drawbacks of traditional first-order mutation, such as by simulating more realistic faults or improving test-optimization techniques.",1,0,0,0
1838,"Despite interest in studying promising higher-order mutants, such mutants are difficult to find due to the exponential search space of mutation combinations.",1,0,0,0
1839,"State-of-the-art approaches rely on genetic search, which is often incomplete and expensive due to its stochastic nature.",1,0,0,0
1840,"First, we propose a novel way of finding a complete set of higher-order mutants by using variational execution, a technique that can, in many cases, explore large search spaces completely and often efficiently.",0,0,1,0
1841,"Second, we use the identified complete set of higher-order mutants to study their characteristics.",0,0,1,0
1842,"Finally, we use the identified characteristics to design and evaluate a new search strategy, independent of variational execution, that is highly effective at finding higher-order mutants even in large codebases.",0,0,0,1
1843,"
Inspired by the great success of using code coverage as guidance in software testing, a lot of neural network coverage criteria have been proposed to guide testing of neural network models (e.g., model accuracy under adversarial attacks).",1,0,0,0
1844,"However, while the monotonic relation between code coverage and software quality has been supported by many seminal studies in software engineering, it remains largely unclear whether similar monotonicity exists between neural network model coverage and model quality.",1,0,0,0
1845,This paper sets out to answer this question.,0,0,1,0
1846,"Specifically, this paper studies the correlation between DNN model quality and coverage criteria, effects of coverage guided adversarial example generation compared with gradient decent based methods, effectiveness of coverage based retraining compared with existing adversarial training, and the internal relationships among coverage criteria.",0,0,1,0
1847,"
Credit scoring systems are critical FinTech applications that concern the analysis of the creditworthiness of a person or organization.",1,0,0,0
1848,"While decisions were previously based on human expertise, they are now increasingly relying on data analysis and machine learning.",1,0,0,0
1849,"In this paper, we assess the ability of state-of-the-art adversarial machine learning to craft attacks on a real-world credit scoring system.",0,0,1,0
1850,"Interestingly, we find that, while these techniques can generate large numbers of adversarial data, these are practically useless as they all violate domain-specific constraints.",0,0,0,1
1851,"In other words, the generated examples are all false positives as they cannot occur in practice.",0,0,0,1
1852,"To circumvent this limitation, we propose CoEvA2, a search-based method that generates valid adversarial examples (satisfying the domain constraints).",0,0,1,0
1853,"CoEvA2 utilizes multi-objective search in order to simultaneously handle constraints, perform the attack and maximize the overdraft amount requested.",0,0,1,0
1854,We evaluate CoEvA2 on a major bank's real-world system by checking its ability to craft valid attacks.,0,1,0,0
1855,"CoEvA2 generates thousands of valid adversarial examples, revealing a high risk for the banking system.",0,0,0,1
1856,"Fortunately, by improving the system through adversarial training (based on the produced examples), we increase its robustness and make our attack fail.",0,0,0,1
1857,"
Machine learning models are increasingly being used in important decision-making software such as approving bank loans, recommending criminal sentencing, hiring employees, and so on.",1,0,0,0
1858,"It is important to ensure the fairness of these models so that no discrimination is made based on protected attribute (e.g., race, sex, age) while decision making.",1,0,0,0
1859,Algorithms have been developed to measure unfairness and mitigate them to a certain extent.,1,0,0,0
1860,"In this paper, we have focused on the empirical evaluation of fairness and mitigations on real-world machine learning models.",0,1,1,0
1861,"We have created a benchmark of 40 top-rated models from Kaggle used for 5 different tasks, and then using a comprehensive set of fairness metrics, evaluated their fairness.",0,1,0,0
1862,"Then, we have applied 7 mitigation techniques on these models and analyzed the fairness, mitigation results, and impacts on performance.",0,1,0,0
1863,We have found that some model optimization techniques result in inducing unfairness in the models.,0,0,0,1
1864,"On the other hand, although there are some fairness control mechanisms in machine learning libraries, they are not documented.",0,0,0,1
1865,The mitigation algorithm also exhibit common patterns such as mitigation in the post-processing is often costly (in terms of performance) and mitigation in the pre-processing stage is preferred in most cases.,0,0,0,1
1866,We have also presented different trade-off choices of fairness mitigation decisions.,0,0,0,1
1867,Our study suggests future research directions to reduce the gap between theoretical fairness aware algorithms and the software engineering methods to leverage them in practice.,0,0,0,1
1868,"
Database Management Systems (DBMS) are used ubiquitously.",1,0,0,0
1869,"To efficiently access data, they apply sophisticated optimizations.",1,0,0,0
1870,"Incorrect optimizations can result in logic bugs, which cause a query to compute an incorrect result set.",1,0,0,0
1871,"We propose Non-Optimizing Reference Engine Construction (NoREC), a fully-automatic approach to detect optimization bugs in DBMS.",0,0,1,0
1872,"Conceptually, this approach aims to evaluate a query by an optimizing and a non-optimizing version of a DBMS, to then detect differences in their returned result set, which would indicate a bug in the DBMS.",0,0,1,0
1873,"Obtaining a non-optimizing version of a DBMS is challenging, because DBMS typically provide limited control over optimizations.",1,0,0,0
1874,"Our core insight is that a given, potentially randomly-generated optimized query can be rewritten to one that the DBMS cannot optimize.",0,0,1,0
1875,"We evaluated NoREC in an extensive testing campaign on four widely-used DBMS, namely PostgreSQL, MariaDB, SQLite, and CockroachDB.",0,1,0,0
1876,"We found 159 previously unknown bugs in the latest versions of these systems, 141 of which have been fixed by the developers.",0,0,0,1
1877,"Of these, 51 were optimization bugs, while the remaining were error and crash bugs.",0,0,0,1
1878,"Our results suggest that NoREC is effective, general and requires little implementation effort, which makes the technique widely applicable in practice.",0,0,0,1
1879,"
Performance issues compromise the response time and resource consumption of a software system.",1,0,0,0
1880,"Modern software systems use issue tracking systems to manage all kinds of issue reports, including performance issues.",1,0,0,0
1881,The problem is that performance issues are often not explicitly tagged.,1,0,0,0
1882,"The tagging mechanism, if exists, is completely voluntary, depending on the project’s convention and on submitters’ discipline.",1,0,0,0
1883,"For example, the performance tag rate in Apache’s Jira system is below 1%.",1,0,0,0
1884,This paper contributes a hybrid classification approach that combines linguistic patterns and machine/deep learning techniques to automatically detect performance issue reports.,0,0,1,0
1885,We manually analyzed 980 real-life performance issue reports and derived 80 project-agnostic linguistic patterns that recur in the reports.,0,1,0,0
1886,Our approach uses these linguistic patterns to construct the sentence-level and issue-level learning features for training effective machine/deep learning classifiers.,0,1,0,0
1887,"We test our approach on two separate datasets, each consisting of 980 unclassified issue reports, and compare the results with 31 baseline methods.",0,1,0,0
1888,Our approach can reach up to 83% precision and up to 59% recall.,0,0,0,1
1889,"The only comparable baseline method is BERT, which is still 25% lower in the F1-score.",0,0,0,1
1890,"
Atoms of confusion are small patterns of code that have been empirically validated to be difficult to hand-evaluate by programmers.",1,0,0,0
1891,"Previous research focused on defining and quantifying this phenomenon, but not on explaining or critiquing it.",1,0,0,0
1892,"In this work, we address core omissions to the body of work on atoms of confusion, focusing on the ‘how’ and ‘why’ of programmer misunderstanding.",0,0,1,0
1893,"We performed a think-aloud study in which we observed programmers, both professionals and students, as they hand-evaluated confusing code.",0,1,0,0
1894,"We performed a qualitative analysis of the data and found several surprising results, which explain previous results, outline avenues of further research, and suggest improvements of the research methodology.",0,1,0,0
1895,"A notable observation is that correct hand-evaluations do not imply understanding, and incorrect evaluations not misunderstanding.",0,0,0,1
1896,We believe this and other observations may be used to improve future studies and models of program comprehension.,0,0,0,1
1897,We argue that thinking of confusion as an atomic construct may pose challenges to formulating new candidates for atoms of confusion.,0,0,0,1
1898,"Ultimately, we question whether hand-evaluation correctness is, itself, a sufficient instrument to study program comprehension.",0,0,0,1
1899,"
We consider a usage model for automated machine learning (AutoML) in which users can influence the generated pipeline by providing a weak pipeline specification: an unordered set of API components from which the AutoML system draws the components it places into the generated pipeline.",1,0,0,0
1900,"Such specifications allow users to express preferences over the components that appear in the pipeline, for example a desire for interpretable components to appear in the pipeline.",1,0,0,0
1901,"We present AMS, an approach to automatically strengthen weak specifications to include unspecified complementary and functionally related API components, populate the space of hyperparameters and their values, and pair this configuration with a search procedure to produce a strong pipeline specification: a full description of the search space for candidate pipelines.",0,0,1,0
1902,"ams uses normalized pointwise mutual information on a code corpus to identify complementary components, BM25 as a lexical similarity score over the target API's documentation to identify functionally related components, and frequency distributions in the code corpus to extract key hyperparameters and values.",0,1,0,0
1903,"We show that strengthened specifications can produce pipelines that outperform the pipelines generated from the initial weak specification and an expert-annotated variant, while producing pipelines that still reflect the user preferences captured in the original weak specification.",0,0,0,1
1904,"
We present counterintuitive results for the scalability of fuzzing.",0,0,1,0
1905,"Given the same non-deterministic fuzzer, finding the same bugs linearly faster requires linearly more machines.",1,0,0,0
1906,"For instance, with twice the machines, we can find all known bugs in half the time.",1,0,0,0
1907,"Yet, finding linearly more bugs in the same time requires exponentially more machines.",1,0,0,0
1908,"For instance, for every new bug we want to find in 24 hours, we might need twice more machines.",1,0,0,0
1909,Similarly for coverage.,1,0,0,0
1910,"With exponentially more machines, we can cover the same code exponentially faster, but uncovered code only linearly faster.",1,0,0,0
1911,"In other words, re-discovering the same vulnerabilities is cheap but finding new vulnerabilities is expensive.",0,0,0,1
1912,This holds even under the simplifying assumption of no parallelization overhead.,0,0,0,1
1913,"We derive these observations from over four CPU years worth of fuzzing campaigns involving almost three hundred open source programs, two state-of-the-art greybox fuzzers, four measures of code coverage, and two measures of vulnerability discovery.",0,1,0,0
1914,We provide a probabilistic analysis and conduct simulation experiments to explain this phenomenon.,0,1,0,0
1915,"
Energy efficiency is an increasingly important quality attribute for software, particularly for mobile apps.",1,0,0,0
1916,"Just like any other software attribute, energy behavior of mobile apps should be properly tested prior to their release.",1,0,0,0
1917,"However, mobile apps are riddled with energy defects, as currently there is a lack of proper energy testing tools.",1,0,0,0
1918,"Indeed, energy testing is a fledgling area of research and recent advances have mainly focused on test input generation.",1,0,0,0
1919,"This paper presents ACETON, the first approach aimed at solving the oracle problem for testing the energy behavior of mobile apps.",0,0,1,0
1920,"ACETON employs Deep Learning to automatically construct an oracle that not only determines whether a test execution reveals an energy defect, but also the type of energy defect.",0,0,1,0
1921,"By carefully selecting features that can be monitored on any app and mobile device, we are assured the oracle constructed using ACETON is highly reusable.",0,1,0,1
1922,"Our experiments show that the oracle produced by ACETON is both highly accurate, achieving an overall precision and recall of 99%, and efficient, detecting the existence of energy defects in only 37 milliseconds on average.",0,0,0,1
1923,"
Energy accounting is a fundamental problem in energy management, defined as attributing global energy consumption to individual components of interest.",1,0,0,0
1924,"In this paper, we take on this problem at the application level, where the components for accounting are application logical units, such as methods, classes, and packages.",0,0,1,0
1925,"Given a Java application, our novel runtime system Chappie produces an energy footprint, i.e., the relative energy consumption of all programming abstraction units within the application.",0,1,0,0
1926,"First, relative to targeted energy profiling where the profiler determines the energy consumption of a pre-defined application logical unit, e.g., a specific method, Chappie is total: the energy footprint encompasses all methods within an application.",0,0,0,1
1927,"Second, Chappie is concurrency-aware: energy attribution is fully aware of the multi-threaded behavior of Java applications, including JVM bookkeeping threads.",0,0,0,1
1928,"Third, Chappie is an embodiment of a novel philosophy for application-level energy accounting and profiling, which states that the accounting run should preserve the temporal phased power behavior of the application, and the spatial power distribution among the underlying hardware system.",0,0,0,1
1929,We term this important property as calmness.,0,0,0,1
1930,"Against state-of-the-art DaCapo benchmarks, we show that the energy footprint generated by Chappie is precise while incurring negligible overhead.",0,0,0,1
1931,"In addition, all results are produced with a high degree of calmness.",0,0,0,1
1932,"
Android deep link is a URL that takes users to a specific page of a mobile app, enabling seamless user experience from a webpage to an app.",1,0,0,0
1933,"Android app link, a new type of deep link introduced in Android 6.0, is claimed to offer more benefits, such as supporting instant apps and providing more secure verification to protect against hijacking attacks that previous deep links can not.",1,0,0,0
1934,"However, we find that the app link is not as secure as claimed, because the verification process can be bypassed by exploiting instant apps.",0,0,1,0
1935,"In this paper, we explore the weakness of the existing app link mechanism and propose three feasible hijacking attacks.",0,0,1,0
1936,"Our findings show that even popular apps are subject to these attacks, such as Twitter, Whatsapp, Facebook Message.",0,0,0,1
1937,Our observation is confirmed by Google.,0,0,0,1
1938,"To measure the severity of these vulnerabilities, we develop an automatic tool to detect vulnerable apps, and perform a large-scale empirical study on 400,000 Android apps.",0,1,0,0
1939,Experiment results suggest that app link hijacking vulnerabilities are prevalent in the ecosystem.,0,0,0,1
1940,"Specifically, 27.1% apps are vulnerable to link hijacking with smart text selection (STS); 30.0% apps are vulnerable to link hijacking without STS, and all instant apps are vulnerable to instant app attack.",0,0,0,1
1941,We provide an in-depth understanding of the mechanisms behind these types of attacks.,0,0,0,1
1942,"Furthermore, we propose the corresponding detection and defense methods that can successfully prevent the proposed hijackings for all the evaluated apps, thus raising the bar against the attacks on Android app links.",0,0,0,1
1943,Our insights and findings demonstrate the urgency to identify and prevent app link hijacking attacks.,0,0,0,1
1944,"
Program slicing has been widely applied in a variety of software engineering tasks.",1,0,0,0
1945,"However, existing program slicing techniques only deal with traditional programs that are constructed with instructions and variables, rather than neural networks that are composed of neurons and synapses.",1,0,0,0
1946,"In this paper, we introduce NNSlicer, the first approach for slicing deep neural networks based on data-flow analysis.",0,0,1,0
1947,Our method understands the reaction of each neuron to an input based on the difference between its behavior activated by the input and the average behavior over the whole dataset.,0,0,1,0
